screen_time,sleep_hours,stress_level,mental_health_status,sleep_quality,productivity,wellness_index
10.93,8.15,High,Excellent,,,
8.22,5.15,High,Fair,,,
3.61,7.46,High,Fair,,,
6.21,8.76,Low,Good,,,
2.6,8.11,Medium,Excellent,,,
12.23,4.73,Medium,Good,,,
6.33,7.49,Low,Fair,,,
11.36,8.79,Low,Good,,,
2.56,4.52,Low,Good,,,
13.22,5.94,High,Fair,,,
8.22,5.39,Medium,Excellent,,,
11.72,6.87,Medium,Excellent,,,
10.13,8.77,Medium,Fair,,,
7.04,8.1,Low,Poor,,,
1.68,5.35,Low,Good,,,
9.58,7.23,Low,Good,,,
7.27,8.33,Medium,Fair,,,
8.43,7.6,Medium,Fair,,,
2.82,5.42,Low,Poor,,,
7.11,7.51,Medium,Excellent,,,
8.24,4.47,High,Fair,,,
3.41,6.59,High,Excellent,,,
12.57,8.3,Low,Excellent,,,
12.78,8.14,Low,Fair,,,
2.52,6.11,Low,Poor,,,
9.16,6.3,Low,Good,,,
4.17,6.15,Medium,Poor,,,
13.2,7.54,Low,Good,,,
2.77,7.96,High,Excellent,,,
11.19,6.52,Medium,Poor,,,
2.54,6.92,Low,Fair,,,
11.04,4.73,Low,Poor,,,
13.72,7.06,Low,Excellent,,,
4.22,7.95,High,Excellent,,,
1.6,4.07,Medium,Good,,,
1.82,4.88,Low,Fair,,,
5.64,7.59,High,Fair,,,
13.83,7.23,Medium,Fair,,,
14.17,8.05,High,Good,,,
11.02,5.06,High,Poor,,,
14.1,8.35,High,Good,,,
6.52,4.73,Low,Fair,,,
2.09,8.54,Medium,Fair,,,
3.28,5.46,Medium,Good,,,
6.75,4.38,Medium,Fair,,,
2.15,8.16,Medium,Excellent,,,
12.89,7.86,High,Poor,,,
13.07,8.99,Medium,Excellent,,,
9.94,7.73,Low,Poor,,,
12.35,7.85,Low,Fair,,,
10.51,8.15,Low,Excellent,,,
4.06,8.92,Medium,Good,,,
7.69,4.84,High,Fair,,,
9.98,5.82,Medium,Excellent,,,
7.27,4.68,High,Poor,,,
10.56,4.24,Low,Poor,,,
10.61,6.96,Low,Good,,,
3.72,8.57,Low,Fair,,,
7.74,4.79,Medium,Excellent,,,
2.0,5.85,Medium,Fair,,,
14.05,7.08,Medium,Excellent,,,
3.79,5.52,Medium,Excellent,,,
13.54,8.95,Medium,Excellent,,,
13.21,6.8,Low,Fair,,,
14.9,6.31,Low,Poor,,,
12.03,8.9,Medium,Fair,,,
10.64,8.12,Medium,Good,,,
8.88,6.38,Medium,Good,,,
14.96,8.04,Low,Excellent,,,
1.44,6.46,High,Poor,,,
9.86,5.15,Medium,Poor,,,
3.2,7.68,Medium,Excellent,,,
11.61,6.78,High,Good,,,
1.16,6.17,Low,Excellent,,,
8.02,4.2,High,Poor,,,
5.83,5.93,High,Excellent,,,
8.9,6.9,High,Good,,,
14.89,4.38,High,Fair,,,
12.6,5.63,Low,Excellent,,,
10.77,6.49,Medium,Excellent,,,
11.99,5.2,High,Poor,,,
1.77,5.54,Medium,Fair,,,
3.06,6.99,Low,Fair,,,
5.73,5.89,Medium,Fair,,,
10.75,7.77,Medium,Fair,,,
8.74,6.99,Medium,Poor,,,
3.29,6.11,Medium,Poor,,,
5.07,7.31,High,Fair,,,
7.5,8.76,High,Fair,,,
4.3,5.29,High,Poor,,,
9.78,6.77,Medium,Excellent,,,
6.19,6.01,High,Poor,,,
3.56,6.6,High,Fair,,,
10.41,5.96,Low,Good,,,
5.6,4.57,Low,Good,,,
11.28,6.63,Low,Excellent,,,
6.79,5.05,Medium,Poor,,,
5.75,7.95,High,Fair,,,
10.38,8.9,Medium,Fair,,,
6.37,8.3,Low,Fair,,,
2.11,7.83,Medium,Fair,,,
6.37,4.51,Medium,Poor,,,
5.21,5.29,Low,Fair,,,
7.67,4.83,High,Excellent,,,
13.22,7.99,Low,Excellent,,,
6.5,6.27,Low,Poor,,,
2.8,5.98,Low,Excellent,,,
1.73,7.53,Low,Poor,,,
8.14,6.14,High,Poor,,,
6.48,8.5,Low,Fair,,,
10.74,4.92,Low,Poor,,,
14.32,8.53,Medium,Fair,,,
10.38,5.95,Low,Fair,,,
7.42,6.06,Medium,Good,,,
3.57,5.47,Medium,Fair,,,
12.45,8.19,High,Excellent,,,
4.84,8.68,High,Good,,,
5.07,4.58,High,Fair,,,
3.6,8.28,Low,Fair,,,
8.03,6.33,Low,Poor,,,
6.72,6.18,Low,Excellent,,,
7.17,8.76,High,Poor,,,
14.23,5.94,High,Fair,,,
1.3,4.36,High,Good,,,
8.51,5.94,Medium,Poor,,,
6.55,7.83,Medium,Poor,,,
8.0,6.69,High,Fair,,,
13.01,6.92,Medium,Good,,,
5.46,4.63,High,Poor,,,
1.85,6.61,Medium,Excellent,,,
8.71,7.45,Medium,Poor,,,
10.35,7.37,Low,Fair,,,
4.73,7.33,High,Poor,,,
1.91,4.42,High,Poor,,,
10.95,6.52,Medium,Poor,,,
12.29,8.1,High,Fair,,,
7.51,8.95,Medium,Excellent,,,
13.82,4.36,Medium,Good,,,
7.96,8.53,Medium,Good,,,
14.42,4.44,Medium,Excellent,,,
5.56,6.12,Low,Good,,,
14.05,7.0,High,Poor,,,
12.81,8.24,High,Excellent,,,
1.12,5.5,High,Good,,,
12.56,7.43,Low,Poor,,,
5.65,6.35,High,Fair,,,
15.0,5.2,Low,Poor,,,
1.41,4.46,High,Poor,,,
13.68,6.38,High,Poor,,,
14.86,8.5,High,Excellent,,,
10.77,5.39,Medium,Excellent,,,
9.84,8.93,High,Good,,,
8.05,5.37,Low,Good,,,
12.24,8.5,Medium,Good,,,
4.78,5.14,High,Fair,,,
8.8,5.04,Low,Poor,,,
2.32,8.62,High,Fair,,,
11.79,6.24,High,Excellent,,,
6.47,4.55,High,Fair,,,
9.08,4.96,High,Good,,,
2.27,6.17,Medium,Good,,,
9.57,7.52,Low,Poor,,,
14.04,8.48,Medium,Poor,,,
13.25,6.98,High,Fair,,,
13.84,5.9,Medium,Fair,,,
11.96,6.88,High,Good,,,
11.64,7.23,High,Excellent,,,
8.1,4.39,Medium,Excellent,,,
9.99,7.75,Low,Fair,,,
11.03,4.85,High,Good,,,
7.24,5.12,High,Poor,,,
9.12,8.28,High,Good,,,
4.0,4.88,Medium,Excellent,,,
6.25,8.3,Low,Excellent,,,
9.43,6.86,Medium,Good,,,
3.89,8.97,High,Excellent,,,
11.47,5.96,Medium,Fair,,,
6.15,7.53,Medium,Poor,,,
10.99,6.62,Medium,Fair,,,
6.66,4.67,Low,Poor,,,
5.39,8.37,Low,Fair,,,
10.33,5.77,Medium,Excellent,,,
4.48,5.53,Medium,Good,,,
13.51,6.29,Medium,Excellent,,,
7.49,5.06,High,Excellent,,,
11.26,7.62,Low,Poor,,,
6.61,7.56,High,Excellent,,,
7.48,7.74,Medium,Poor,,,
5.36,7.19,High,Fair,,,
5.69,6.44,Low,Fair,,,
11.13,5.44,Medium,Excellent,,,
5.43,8.03,Low,Fair,,,
14.03,4.68,High,Excellent,,,
11.84,4.92,High,Excellent,,,
7.83,4.27,Low,Good,,,
1.23,5.4,Medium,Excellent,,,
3.72,8.25,Low,Poor,,,
6.2,7.89,High,Fair,,,
7.71,6.45,Medium,Fair,,,
10.78,5.25,Low,Poor,,,
1.42,4.38,Medium,Good,,,
7.02,6.92,High,Good,,,
7.78,5.53,Low,Poor,,,
9.3,4.19,Low,Poor,,,
12.51,4.96,Medium,Good,,,
4.34,6.93,Low,Good,,,
2.6,4.06,High,Fair,,,
8.7,8.46,Low,Excellent,,,
4.05,8.81,High,Fair,,,
7.71,7.49,High,Excellent,,,
7.69,6.53,Medium,Excellent,,,
12.99,5.35,Medium,Excellent,,,
3.15,4.06,Low,Fair,,,
6.84,8.18,Medium,Poor,,,
5.97,8.19,Low,Good,,,
8.74,5.02,High,Fair,,,
9.73,7.86,High,Excellent,,,
5.29,6.49,Low,Good,,,
14.11,8.88,Low,Poor,,,
11.36,6.12,High,Fair,,,
4.32,5.22,High,Fair,,,
13.63,4.04,Medium,Poor,,,
1.28,8.63,Medium,Good,,,
3.37,5.52,High,Fair,,,
12.22,4.83,High,Fair,,,
5.18,6.95,Medium,Poor,,,
13.03,4.54,Low,Fair,,,
4.85,7.34,Low,Fair,,,
11.42,7.9,High,Good,,,
3.76,4.25,Medium,Fair,,,
3.65,6.7,High,Good,,,
1.29,7.67,Low,Excellent,,,
3.45,5.48,Low,Good,,,
8.04,6.23,High,Fair,,,
3.52,6.29,Low,Excellent,,,
2.81,5.17,Medium,Poor,,,
11.61,5.65,Medium,Poor,,,
10.24,6.77,Low,Fair,,,
1.99,5.29,High,Poor,,,
3.35,6.96,High,Fair,,,
14.48,4.35,Medium,Excellent,,,
10.61,8.24,Low,Good,,,
11.2,7.87,Medium,Excellent,,,
7.34,7.25,High,Good,,,
13.97,8.79,High,Poor,,,
12.76,5.62,High,Excellent,,,
12.52,5.08,High,Poor,,,
12.84,4.47,High,Excellent,,,
7.24,6.32,Medium,Excellent,,,
3.54,8.51,High,Excellent,,,
12.58,6.32,High,Poor,,,
5.89,4.39,High,Good,,,
6.24,8.97,High,Fair,,,
14.4,6.68,High,Fair,,,
7.43,7.27,High,Fair,,,
3.16,7.54,High,Excellent,,,
8.55,7.7,High,Good,,,
3.19,8.63,High,Excellent,,,
9.77,7.32,High,Good,,,
2.97,7.88,Medium,Fair,,,
2.7,8.02,Medium,Fair,,,
4.03,8.23,High,Fair,,,
7.62,4.11,High,Excellent,,,
2.27,7.52,Medium,Poor,,,
14.43,7.38,Medium,Excellent,,,
14.95,5.82,High,Fair,,,
11.57,7.01,Low,Fair,,,
2.26,4.05,Medium,Good,,,
10.27,5.59,High,Good,,,
11.34,4.08,Medium,Good,,,
8.15,8.86,Low,Poor,,,
6.42,4.25,Medium,Excellent,,,
10.28,5.17,Medium,Excellent,,,
2.11,6.08,Medium,Fair,,,
1.17,4.49,Low,Excellent,,,
5.87,7.73,Low,Excellent,,,
4.26,8.7,Low,Fair,,,
11.25,8.51,High,Fair,,,
12.46,7.48,Low,Good,,,
2.74,7.37,Medium,Poor,,,
11.2,4.99,Medium,Good,,,
9.06,6.75,Low,Poor,,,
13.48,6.2,Low,Good,,,
7.66,4.48,Medium,Excellent,,,
3.67,4.53,High,Poor,,,
3.8,6.86,High,Excellent,,,
4.9,7.42,Medium,Fair,,,
9.19,7.55,Low,Excellent,,,
12.59,5.27,High,Good,,,
5.38,8.93,Medium,Poor,,,
1.83,8.12,High,Excellent,,,
6.87,6.61,High,Fair,,,
7.55,5.49,High,Fair,,,
10.95,5.53,Medium,Fair,,,
5.25,4.3,High,Good,,,
13.88,6.86,High,Good,,,
3.94,8.97,High,Good,,,
5.48,8.97,High,Good,,,
7.08,8.21,Low,Poor,,,
7.41,5.25,Low,Good,,,
2.93,8.49,High,Excellent,,,
7.81,6.65,Medium,Poor,,,
2.61,5.88,Low,Poor,,,
12.29,6.88,Low,Fair,,,
4.62,8.03,High,Fair,,,
1.14,6.52,Low,Poor,,,
2.4,6.04,Medium,Poor,,,
12.71,4.13,Low,Fair,,,
14.79,5.8,Medium,Excellent,,,
4.78,8.91,Low,Poor,,,
2.58,6.35,Medium,Good,,,
3.61,5.76,Medium,Good,,,
14.05,7.02,High,Poor,,,
3.49,4.2,Medium,Good,,,
2.37,7.34,Medium,Fair,,,
10.35,4.89,Medium,Good,,,
8.95,7.93,Medium,Fair,,,
13.47,6.19,Low,Fair,,,
6.73,6.47,Medium,Poor,,,
1.77,5.49,Medium,Fair,,,
13.29,5.11,High,Excellent,,,
11.75,4.85,Medium,Good,,,
8.03,6.49,High,Poor,,,
11.03,6.12,Low,Excellent,,,
7.87,8.45,High,Excellent,,,
14.95,6.25,High,Good,,,
2.94,8.88,High,Excellent,,,
5.59,8.37,Medium,Poor,,,
9.19,7.7,Medium,Poor,,,
5.54,4.16,Low,Poor,,,
1.21,7.45,Medium,Good,,,
2.85,4.87,High,Excellent,,,
13.55,6.92,Low,Good,,,
2.75,6.47,Medium,Fair,,,
14.92,6.62,Low,Excellent,,,
2.71,5.55,Medium,Good,,,
8.31,5.09,Medium,Good,,,
13.4,6.14,Low,Poor,,,
1.04,7.33,Medium,Good,,,
3.62,4.51,Medium,Good,,,
12.58,5.49,Medium,Excellent,,,
11.02,7.06,Low,Fair,,,
10.65,5.02,Low,Fair,,,
10.76,8.49,High,Excellent,,,
3.24,5.87,Medium,Good,,,
14.13,5.61,Low,Excellent,,,
10.53,7.72,High,Poor,,,
2.53,8.55,High,Fair,,,
12.56,5.18,High,Excellent,,,
6.06,7.28,Medium,Good,,,
11.29,4.83,High,Fair,,,
1.19,4.47,Low,Excellent,,,
3.89,4.74,High,Good,,,
7.24,6.98,High,Excellent,,,
8.97,7.96,Low,Fair,,,
6.68,6.85,Medium,Excellent,,,
9.18,5.45,Low,Poor,,,
7.97,8.07,Low,Fair,,,
12.04,8.11,Medium,Poor,,,
7.01,6.37,Low,Fair,,,
1.74,6.9,Low,Excellent,,,
13.59,6.16,Low,Poor,,,
10.7,4.19,Medium,Excellent,,,
1.66,7.33,Medium,Excellent,,,
5.26,7.54,Medium,Good,,,
9.62,8.22,High,Excellent,,,
5.48,7.23,High,Fair,,,
9.42,4.35,Medium,Poor,,,
1.19,7.93,Low,Good,,,
9.96,7.82,High,Poor,,,
11.76,4.88,High,Poor,,,
13.19,7.09,Medium,Excellent,,,
2.38,4.8,Medium,Excellent,,,
7.7,7.96,Low,Poor,,,
14.93,7.3,Low,Fair,,,
14.87,4.91,Low,Fair,,,
10.0,6.72,High,Poor,,,
14.31,8.26,Low,Good,,,
8.99,8.5,High,Fair,,,
12.84,7.92,High,Excellent,,,
2.31,4.72,High,Poor,,,
6.74,5.46,High,Fair,,,
13.42,4.26,High,Poor,,,
9.59,7.75,Medium,Poor,,,
10.72,5.92,Medium,Excellent,,,
13.32,7.29,Low,Fair,,,
4.34,6.49,High,Poor,,,
6.45,8.29,High,Fair,,,
4.11,4.23,Medium,Excellent,,,
6.56,7.55,High,Good,,,
2.02,8.82,Medium,Excellent,,,
1.66,6.25,Medium,Fair,,,
12.6,4.77,High,Poor,,,
8.07,8.46,High,Excellent,,,
8.41,7.24,Low,Excellent,,,
9.57,5.48,Medium,Fair,,,
14.09,8.38,Low,Good,,,
3.57,8.18,Medium,Excellent,,,
13.6,4.2,High,Poor,,,
7.65,7.36,Medium,Good,,,
11.4,7.87,Low,Excellent,,,
1.63,8.08,Medium,Poor,,,
5.66,8.14,Medium,Poor,,,
8.86,7.5,High,Good,,,
6.62,7.74,Low,Good,,,
12.66,5.77,Low,Excellent,,,
2.33,5.87,Medium,Fair,,,
10.66,7.42,Medium,Good,,,
11.35,4.33,Medium,Good,,,
1.83,4.4,Low,Excellent,,,
8.16,7.21,Low,Good,,,
14.47,4.17,Low,Poor,,,
12.45,5.43,High,Poor,,,
1.09,8.31,Medium,Good,,,
8.08,8.11,Medium,Fair,,,
1.64,8.33,Medium,Good,,,
5.22,7.53,Medium,Poor,,,
1.83,6.33,Low,Good,,,
13.27,8.47,Low,Poor,,,
10.21,5.15,Low,Poor,,,
9.73,6.14,High,Excellent,,,
12.55,7.08,Low,Fair,,,
4.47,8.78,High,Good,,,
10.41,5.78,High,Fair,,,
6.16,6.03,High,Poor,,,
14.03,7.98,Low,Fair,,,
7.63,5.71,Medium,Poor,,,
2.92,8.97,Medium,Excellent,,,
10.35,5.21,Low,Good,,,
10.57,4.49,Medium,Fair,,,
11.44,5.9,Medium,Fair,,,
11.02,7.69,Low,Good,,,
10.88,5.14,Low,Poor,,,
12.83,4.5,High,Fair,,,
5.17,4.97,High,Good,,,
6.49,4.51,Medium,Poor,,,
10.01,8.8,High,Good,,,
11.87,5.61,High,Poor,,,
10.29,5.66,Low,Poor,,,
7.04,7.05,High,Fair,,,
7.35,5.93,Low,Excellent,,,
8.49,4.22,Low,Poor,,,
9.45,6.21,Medium,Fair,,,
2.51,5.8,High,Good,,,
8.11,6.54,Low,Fair,,,
10.51,6.15,High,Excellent,,,
2.12,5.82,Low,Excellent,,,
14.46,5.45,Medium,Good,,,
2.02,6.38,Medium,Good,,,
10.88,4.74,Low,Fair,,,
6.75,5.67,High,Fair,,,
4.08,8.55,High,Poor,,,
7.82,4.96,Medium,Excellent,,,
9.05,4.8,Medium,Good,,,
12.27,4.95,Medium,Poor,,,
12.75,7.97,Low,Poor,,,
1.97,8.96,Low,Poor,,,
3.05,8.3,High,Excellent,,,
14.87,7.48,Medium,Fair,,,
14.42,8.72,Medium,Excellent,,,
7.1,4.3,Low,Good,,,
14.62,5.38,Medium,Excellent,,,
8.16,7.08,High,Fair,,,
4.3,8.16,High,Excellent,,,
14.11,8.64,Medium,Excellent,,,
14.77,5.98,High,Good,,,
12.17,4.68,Low,Fair,,,
12.88,8.92,Medium,Good,,,
9.25,8.17,Medium,Good,,,
6.5,7.95,Medium,Poor,,,
3.2,6.22,Low,Good,,,
14.57,4.21,Medium,Good,,,
3.09,6.93,High,Fair,,,
12.77,7.89,Low,Excellent,,,
6.93,8.43,High,Fair,,,
6.59,7.46,Medium,Poor,,,
9.32,6.96,High,Good,,,
3.57,8.66,Low,Poor,,,
13.88,8.63,Low,Excellent,,,
8.69,4.76,Medium,Fair,,,
5.21,7.85,High,Poor,,,
1.89,6.65,Low,Excellent,,,
11.18,4.09,Low,Fair,,,
7.1,6.22,Low,Poor,,,
5.89,7.82,High,Good,,,
5.54,5.43,High,Poor,,,
2.61,8.23,High,Poor,,,
6.71,5.74,High,Good,,,
7.28,6.88,Low,Fair,,,
12.51,7.61,Low,Poor,,,
9.41,5.61,Low,Excellent,,,
9.03,7.97,Low,Excellent,,,
2.21,6.66,Medium,Fair,,,
13.56,4.88,High,Good,,,
10.72,7.73,Low,Fair,,,
6.6,4.33,High,Good,,,
1.77,4.16,Medium,Fair,,,
5.29,8.32,Medium,Excellent,,,
5.66,6.75,Low,Good,,,
8.58,4.7,Low,Poor,,,
1.5,4.43,High,Good,,,
9.57,8.63,Low,Poor,,,
7.86,4.62,Medium,Good,,,
7.42,4.49,Low,Poor,,,
10.0,5.88,Low,Fair,,,
12.01,8.35,High,Excellent,,,
2.16,6.87,High,Excellent,,,
5.17,5.45,Low,Good,,,
10.11,6.16,High,Poor,,,
6.44,6.47,Medium,Poor,,,
10.33,6.52,High,Poor,,,
11.44,7.21,High,Fair,,,
9.04,7.56,Low,Good,,,
6.32,5.77,Low,Poor,,,
7.61,4.01,Medium,Fair,,,
13.38,8.94,High,Excellent,,,
3.21,4.65,Medium,Fair,,,
4.84,7.41,Low,Poor,,,
6.74,4.3,Medium,Poor,,,
11.0,5.42,High,Good,,,
9.36,8.14,Medium,Fair,,,
6.16,6.56,High,Excellent,,,
9.16,4.73,Low,Good,,,
6.04,4.51,High,Fair,,,
12.72,7.92,Low,Good,,,
6.02,8.64,Low,Good,,,
3.09,5.36,Low,Good,,,
10.65,5.87,Medium,Excellent,,,
6.13,6.03,Low,Poor,,,
14.16,8.32,High,Good,,,
11.97,8.69,Medium,Poor,,,
4.79,4.44,High,Good,,,
14.67,5.18,High,Poor,,,
12.26,4.66,High,Poor,,,
10.72,5.14,Low,Fair,,,
4.85,8.44,Medium,Good,,,
2.42,7.53,Medium,Good,,,
14.79,7.06,Low,Poor,,,
6.07,4.55,Low,Good,,,
3.95,5.35,Low,Good,,,
9.41,8.93,High,Good,,,
14.98,4.86,High,Fair,,,
10.66,5.53,Low,Fair,,,
14.61,7.4,Low,Good,,,
14.8,5.55,Low,Excellent,,,
7.65,8.63,Medium,Good,,,
4.64,6.64,Low,Excellent,,,
8.55,8.54,High,Good,,,
7.84,8.21,Low,Good,,,
13.02,4.99,High,Good,,,
13.04,5.52,Low,Fair,,,
14.94,5.94,Medium,Fair,,,
8.58,6.52,High,Good,,,
10.65,8.22,High,Fair,,,
3.16,4.46,Medium,Excellent,,,
13.66,7.99,High,Excellent,,,
7.84,7.91,High,Poor,,,
6.66,6.85,High,Poor,,,
1.59,8.37,High,Poor,,,
6.98,8.25,Medium,Excellent,,,
13.56,5.24,High,Fair,,,
3.0,5.67,High,Poor,,,
9.67,7.44,High,Poor,,,
7.07,8.16,Medium,Good,,,
8.19,6.96,Low,Excellent,,,
8.33,5.27,High,Excellent,,,
1.52,5.35,Low,Fair,,,
11.65,8.85,Medium,Excellent,,,
6.59,8.45,Low,Good,,,
9.62,8.02,Low,Good,,,
9.64,7.52,Low,Fair,,,
10.63,5.08,High,Good,,,
13.48,8.88,Medium,Poor,,,
8.64,7.09,Medium,Excellent,,,
3.92,7.61,Low,Good,,,
2.84,8.6,Low,Good,,,
12.04,4.68,Low,Excellent,,,
13.24,5.49,Low,Excellent,,,
1.65,4.05,Medium,Fair,,,
1.14,4.76,High,Fair,,,
2.51,7.18,Medium,Fair,,,
6.89,5.73,Low,Poor,,,
7.73,8.03,High,Poor,,,
7.05,4.3,Low,Good,,,
6.4,8.34,Low,Poor,,,
13.33,5.14,Low,Fair,,,
9.95,6.5,Low,Excellent,,,
1.19,6.42,Medium,Poor,,,
11.22,4.65,High,Excellent,,,
8.93,7.83,Low,Excellent,,,
5.37,5.3,Medium,Good,,,
5.04,4.13,High,Fair,,,
5.51,4.4,High,Poor,,,
1.39,4.56,Low,Fair,,,
12.22,6.19,Medium,Fair,,,
12.91,5.4,High,Poor,,,
5.0,8.15,Low,Good,,,
4.34,8.19,Low,Good,,,
1.32,6.77,High,Good,,,
4.75,8.36,Low,Good,,,
1.15,8.7,Medium,Good,,,
4.69,7.92,Low,Good,,,
14.38,8.89,Medium,Good,,,
3.43,6.9,Low,Poor,,,
12.53,5.71,Low,Excellent,,,
3.64,5.41,Medium,Good,,,
14.91,6.3,Low,Excellent,,,
1.03,5.07,High,Poor,,,
9.76,5.65,Low,Fair,,,
14.88,7.17,Medium,Excellent,,,
2.99,4.01,Low,Poor,,,
1.97,8.98,Medium,Poor,,,
10.25,4.02,Low,Excellent,,,
14.21,4.33,High,Excellent,,,
14.14,4.54,Medium,Excellent,,,
5.9,4.15,High,Poor,,,
10.57,5.37,Low,Good,,,
10.19,7.78,Low,Excellent,,,
4.82,6.7,Low,Fair,,,
5.52,4.93,Medium,Excellent,,,
9.41,7.21,Medium,Fair,,,
10.37,4.64,Medium,Good,,,
13.3,7.11,Low,Good,,,
9.66,8.64,Low,Fair,,,
9.28,6.48,High,Poor,,,
11.6,8.48,Medium,Poor,,,
14.76,6.96,High,Good,,,
9.86,7.0,Low,Poor,,,
10.85,6.75,Medium,Excellent,,,
4.95,4.91,Medium,Poor,,,
11.72,6.11,Medium,Excellent,,,
13.2,5.37,Medium,Excellent,,,
9.59,5.01,Medium,Excellent,,,
6.01,7.6,Low,Excellent,,,
3.24,8.31,Medium,Poor,,,
4.47,7.69,Low,Good,,,
8.79,7.88,High,Excellent,,,
2.06,5.74,High,Fair,,,
7.3,6.99,Medium,Fair,,,
13.61,4.3,Low,Fair,,,
9.05,5.69,High,Poor,,,
10.42,8.51,Low,Good,,,
4.01,5.99,Low,Poor,,,
9.92,6.75,Medium,Fair,,,
7.57,7.05,High,Poor,,,
4.54,6.3,High,Fair,,,
2.76,6.7,Low,Excellent,,,
1.94,6.8,High,Excellent,,,
11.8,6.26,Medium,Poor,,,
11.76,7.99,Medium,Fair,,,
9.91,8.3,Medium,Good,,,
10.63,8.63,Low,Poor,,,
5.79,8.93,High,Good,,,
11.63,8.17,Low,Fair,,,
6.8,4.78,Low,Fair,,,
6.58,7.74,Low,Poor,,,
4.11,4.27,High,Excellent,,,
1.99,4.6,Medium,Poor,,,
10.04,7.32,Low,Excellent,,,
11.65,6.79,Low,Good,,,
8.3,4.57,Low,Fair,,,
10.44,6.03,Medium,Poor,,,
14.37,5.17,Low,Excellent,,,
6.15,4.21,Medium,Excellent,,,
4.18,8.08,Medium,Poor,,,
9.03,5.7,High,Excellent,,,
13.05,5.46,High,Fair,,,
13.95,5.3,Medium,Fair,,,
12.91,4.41,Medium,Excellent,,,
13.32,4.82,Low,Poor,,,
9.37,4.04,Medium,Excellent,,,
3.63,4.95,Medium,Fair,,,
6.93,5.56,High,Excellent,,,
3.02,5.66,High,Fair,,,
10.08,8.85,Low,Good,,,
5.3,5.8,Medium,Fair,,,
10.12,8.71,Medium,Fair,,,
11.32,5.35,High,Excellent,,,
14.42,8.14,Low,Fair,,,
1.05,6.75,Low,Fair,,,
14.9,7.71,Low,Excellent,,,
7.0,8.5,Low,Excellent,,,
4.66,7.56,Medium,Excellent,,,
14.09,8.05,Low,Excellent,,,
9.63,8.64,High,Excellent,,,
6.78,4.51,Medium,Good,,,
9.6,8.71,Low,Poor,,,
5.13,8.36,Low,Fair,,,
7.28,6.92,Medium,Good,,,
9.97,6.15,High,Poor,,,
4.15,5.28,Medium,Excellent,,,
7.82,7.61,High,Poor,,,
7.94,6.93,High,Fair,,,
13.18,6.5,Medium,Excellent,,,
3.54,8.19,High,Excellent,,,
2.28,8.31,High,Fair,,,
7.46,7.34,High,Poor,,,
4.06,4.94,High,Fair,,,
1.9,4.11,High,Fair,,,
1.18,7.49,Low,Good,,,
10.92,4.91,High,Good,,,
3.45,8.58,Low,Excellent,,,
11.52,8.11,High,Good,,,
13.82,7.55,Low,Poor,,,
5.68,8.77,High,Good,,,
4.22,6.81,Medium,Fair,,,
13.44,6.52,Low,Good,,,
13.97,6.68,High,Fair,,,
8.55,6.51,Low,Fair,,,
5.57,7.85,Low,Poor,,,
13.98,6.9,Medium,Fair,,,
5.46,4.49,Low,Poor,,,
8.9,6.84,Medium,Excellent,,,
3.69,4.64,Medium,Good,,,
5.96,6.67,Medium,Fair,,,
4.79,5.48,Medium,Good,,,
11.4,7.18,High,Good,,,
4.71,5.4,High,Poor,,,
7.92,6.99,Low,Excellent,,,
7.18,8.32,High,Good,,,
14.1,5.87,Low,Excellent,,,
14.99,7.17,Low,Fair,,,
1.55,6.0,High,Good,,,
4.79,7.63,Low,Fair,,,
9.91,4.65,Medium,Good,,,
6.53,6.89,Medium,Excellent,,,
3.25,8.27,High,Poor,,,
2.27,8.53,Low,Fair,,,
12.79,7.87,High,Fair,,,
1.07,4.11,Low,Fair,,,
12.06,4.41,Low,Excellent,,,
3.62,7.85,High,Fair,,,
1.51,8.3,High,Fair,,,
7.15,6.78,Low,Excellent,,,
1.95,5.34,Medium,Excellent,,,
5.98,8.92,Low,Excellent,,,
3.67,7.95,High,Poor,,,
1.2,5.87,Medium,Poor,,,
14.7,5.61,Low,Fair,,,
4.57,5.15,Medium,Excellent,,,
3.85,8.91,Low,Excellent,,,
5.78,5.51,High,Good,,,
5.01,8.9,Medium,Fair,,,
8.91,8.15,High,Excellent,,,
1.24,7.12,Low,Good,,,
8.72,4.09,Low,Good,,,
2.79,5.83,High,Poor,,,
13.24,7.69,Low,Poor,,,
8.95,8.25,High,Poor,,,
12.04,6.4,Medium,Poor,,,
5.44,8.51,High,Good,,,
9.15,6.13,Medium,Good,,,
4.75,7.45,Low,Excellent,,,
5.63,7.7,Medium,Fair,,,
8.75,7.52,High,Fair,,,
6.83,6.92,Low,Good,,,
3.32,8.99,High,Excellent,,,
10.25,7.0,Medium,Poor,,,
11.94,5.39,Medium,Excellent,,,
8.65,4.12,Medium,Excellent,,,
4.35,5.78,High,Poor,,,
13.42,4.55,Medium,Fair,,,
10.62,6.74,Low,Fair,,,
13.06,5.8,Low,Good,,,
4.67,5.97,Low,Fair,,,
11.22,7.2,Low,Good,,,
6.56,5.48,High,Poor,,,
14.08,4.54,Medium,Fair,,,
10.27,5.84,Low,Fair,,,
8.88,7.08,Low,Fair,,,
1.83,8.77,Medium,Excellent,,,
7.08,7.79,Medium,Fair,,,
13.74,6.68,Low,Excellent,,,
12.14,4.08,High,Excellent,,,
1.34,7.6,Low,Poor,,,
